2025-05-03 00:00, 0.0 hours
2025-05-03 01:00, 0.0 hours
2025-05-03 02:00, 0.0 hours
2025-05-03 03:00, 0.0 hours
2025-05-03 04:00, 0.0 hours
2025-05-03 05:00, 0.0 hours
2025-05-03 06:00, 0.0 hours
2025-05-03 07:00, 0.0 hours
2025-05-03 08:00, 0.0 hours
2025-05-03 09:00, 0.0 hours
2025-05-03 10:00, 0.0 hours
2025-05-03 11:00, 0.0 hours
2025-05-03 12:00, 0.9058000000000009 hours
2025-05-03 13:00, 0.8656000000000008 hours
2025-05-03 14:00, 0.6162000000000002 hours
2025-05-03 16:00, 1.596999999999999 hours
2025-05-03 17:00, 0.957900000000001 hours
2025-05-03 18:00, 0.3848 hours
2025-05-03 19:00, 0.0 hours
2025-05-03 20:00, 0.22639999999999993 hours
2025-05-03 21:00, 0.977300000000001 hours
2025-05-03 22:00, 0.8243000000000004 hours
2025-05-03 23:00, 0.6169 hours
