2025-06-28 00:00, 0.07999999999999999 hours
2025-06-28 01:00, 0.0 hours
2025-06-28 02:00, 0.0 hours
2025-06-28 03:00, 0.7037000000000003 hours
2025-06-28 04:00, 0.0 hours
2025-06-28 05:00, 0.8014000000000004 hours
2025-06-28 06:00, 0.7607000000000004 hours
2025-06-28 07:00, 0.0 hours
2025-06-28 08:00, 0.38559999999999994 hours
2025-06-28 09:00, 0.1645 hours
2025-06-28 10:00, 0.16 hours
2025-06-28 11:00, 0.127 hours
2025-06-28 13:00, 0.0807 hours
2025-06-28 14:00, 0.0 hours
2025-06-28 15:00, 0.0 hours
2025-06-28 16:00, 0.0 hours
2025-06-28 17:00, 0.0 hours
2025-06-28 18:00, 0.0 hours
