2025-03-10 00:00, 1.001500000000001 hours
2025-03-10 01:00, 0.7266000000000004 hours
2025-03-10 02:00, 0.0 hours
2025-03-10 03:00, 0.0 hours
2025-03-10 04:00, 0.0 hours
2025-03-10 05:00, 0.0 hours
2025-03-10 06:00, 0.0 hours
2025-03-10 07:00, 0.0 hours
2025-03-10 08:00, 0.0 hours
2025-03-10 09:00, 0.0 hours
2025-03-10 10:00, 0.0 hours
2025-03-10 11:00, 0.0 hours
2025-03-10 12:00, 0.0 hours
2025-03-10 13:00, 0.0 hours
2025-03-10 14:00, 0.0 hours
2025-03-10 15:00, 0.3077999999999999 hours
2025-03-10 16:00, 1.0000000000000009 hours
2025-03-10 17:00, 0.9781000000000007 hours
2025-03-10 18:00, 0.5806000000000001 hours
2025-03-10 19:00, 0.0195 hours
2025-03-10 20:00, 0.10959999999999998 hours
2025-03-10 21:00, 0.0 hours
2025-03-10 22:00, 0.8078000000000005 hours
2025-03-10 23:00, 0.9168000000000007 hours
