2025-05-02 00:00, 0.29229999999999995 hours
2025-05-02 01:00, 0.1631 hours
2025-05-02 02:00, 0.0 hours
2025-05-02 03:00, 0.0 hours
2025-05-02 04:00, 0.0 hours
2025-05-02 05:00, 0.0 hours
2025-05-02 06:00, 0.0 hours
2025-05-02 07:00, 0.0 hours
2025-05-02 08:00, 0.0 hours
2025-05-02 09:00, 0.0 hours
2025-05-02 10:00, 0.0 hours
2025-05-02 11:00, 0.0 hours
2025-05-02 12:00, 0.1766 hours
2025-05-02 13:00, 0.17429999999999998 hours
2025-05-02 14:00, 0.08419999999999998 hours
2025-05-02 15:00, 0.999600000000001 hours
2025-05-02 16:00, 0.6067000000000002 hours
2025-05-02 17:00, 0.5012999999999999 hours
2025-05-02 18:00, 0.2815 hours
2025-05-02 19:00, 0.0 hours
2025-05-02 20:00, 0.6124 hours
2025-05-02 21:00, 0.3265999999999999 hours
2025-05-02 22:00, 0.0 hours
2025-05-02 23:00, 0.08129999999999998 hours
