2025-04-28 00:00, 0.0 hours
2025-04-28 01:00, 0.0 hours
2025-04-28 02:00, 0.0 hours
2025-04-28 03:00, 0.0 hours
2025-04-28 04:00, 0.0 hours
2025-04-28 05:00, 0.0 hours
2025-04-28 06:00, 0.0 hours
2025-04-28 07:00, 0.0 hours
2025-04-28 08:00, 0.0 hours
2025-04-28 09:00, 0.0 hours
2025-04-28 10:00, 0.4699999999999999 hours
2025-04-28 11:00, 0.6059 hours
2025-04-28 12:00, 0.6346000000000003 hours
2025-04-28 13:00, 0.0368 hours
2025-04-28 14:00, 0.0 hours
2025-04-28 15:00, 0.9470000000000006 hours
2025-04-28 16:00, 0.41069999999999995 hours
2025-04-28 17:00, 0.0 hours
2025-04-28 18:00, 0.0 hours
2025-04-28 19:00, 0.0 hours
2025-04-28 20:00, 0.7705000000000005 hours
2025-04-28 21:00, 0.7414000000000004 hours
2025-04-28 22:00, 0.5096999999999999 hours
2025-04-28 23:00, 0.9377000000000008 hours
