2025-01-28 00:00, 0.0 hours
2025-01-28 01:00, 0.0 hours
2025-01-28 02:00, 0.0 hours
2025-01-28 03:00, 0.0 hours
2025-01-28 04:00, 0.0 hours
2025-01-28 05:00, 0.0 hours
2025-01-28 06:00, 0.0 hours
2025-01-28 07:00, 0.0 hours
2025-01-28 08:00, 0.0 hours
2025-01-28 09:00, 0.0 hours
2025-01-28 10:00, 0.23939999999999992 hours
2025-01-28 11:00, 0.21989999999999993 hours
2025-01-28 12:00, 1.0020000000000013 hours
2025-01-28 13:00, 0.0139 hours
2025-01-28 14:00, 0.2754999999999999 hours
2025-01-28 15:00, 0.6818000000000003 hours
2025-01-28 16:00, 0.0 hours
2025-01-28 17:00, 0.0 hours
2025-01-28 18:00, 0.0 hours
2025-01-28 19:00, 0.0 hours
2025-01-28 20:00, 0.0 hours
2025-01-28 21:00, 0.0 hours
2025-01-28 22:00, 0.0 hours
2025-01-28 23:00, 0.0 hours
