2025-01-30 00:00, 0.0 hours
2025-01-30 01:00, 0.0 hours
2025-01-30 02:00, 0.0 hours
2025-01-30 03:00, 0.0 hours
2025-01-30 04:00, 0.0 hours
2025-01-30 05:00, 0.0 hours
2025-01-30 06:00, 0.0 hours
2025-01-30 07:00, 0.0 hours
2025-01-30 08:00, 0.0 hours
2025-01-30 09:00, 0.0 hours
2025-01-30 10:00, 0.5845 hours
2025-01-30 11:00, 1.0009000000000012 hours
2025-01-30 12:00, 0.4536999999999999 hours
2025-01-30 13:00, 0.28389999999999993 hours
2025-01-30 16:00, 0.24769999999999992 hours
2025-01-30 17:00, 0.0 hours
2025-01-30 18:00, 0.0 hours
2025-01-30 19:00, 0.8739000000000009 hours
2025-01-30 20:00, 0.7125000000000004 hours
2025-01-30 21:00, 0.0 hours
2025-01-30 22:00, 0.0 hours
2025-01-30 23:00, 0.0 hours
