2025-04-25 00:00, 0.7846000000000006 hours
2025-04-25 01:00, 0.5488999999999999 hours
2025-04-25 02:00, 0.0 hours
2025-04-25 03:00, 0.0 hours
2025-04-25 04:00, 0.0 hours
2025-04-25 05:00, 0.0 hours
2025-04-25 06:00, 0.0 hours
2025-04-25 07:00, 0.0 hours
2025-04-25 08:00, 0.0 hours
2025-04-25 09:00, 0.0 hours
2025-04-25 10:00, 0.0028 hours
2025-04-25 11:00, 0.6501000000000002 hours
2025-04-25 12:00, 1.0001000000000007 hours
2025-04-25 13:00, 0.0681 hours
2025-04-25 14:00, 0.4502999999999999 hours
2025-04-25 15:00, 0.7607000000000003 hours
2025-04-25 16:00, 0.5907 hours
2025-04-25 17:00, 0.20199999999999999 hours
2025-04-25 18:00, 0.0807 hours
2025-04-25 19:00, 0.0 hours
2025-04-25 20:00, 0.0 hours
2025-04-25 21:00, 0.0 hours
2025-04-25 22:00, 0.26059999999999994 hours
2025-04-25 23:00, 0.0 hours
